id,value
id_0,25.30208884476383
id_1,63.84238528925318
id_2,19.28984883444553
id_3,29.889843229624624
id_4,8.697064396258451
id_5,33.31500249568189
id_6,41.480082554568156
id_7,17.28334092603645
id_8,51.53921913098137
id_9,32.99886560444708
id_10,38.6715905567008
id_11,57.919522394362325
id_12,35.46473415383999
id_13,41.14942392035886
id_14,27.585253502613774
id_15,11.496872679790659
id_16,50.3922862836808
id_17,22.49900653660199
id_18,16.955144160334264
id_19,18.225388450804918
id_20,15.428463444935733
id_21,30.058638161389588
id_22,38.27357398070999
id_23,9.28793742770506
id_24,61.09348461223889
id_25,46.73473975710635
id_26,26.207458412081653
id_27,8.037604861751625
id_28,28.824123047948873
id_29,36.218775005432235
id_30,18.125533566151574
id_31,11.031635529396738
id_32,16.60576619244682
id_33,6.676223955921626
id_34,16.215684478162455
id_35,41.12320616348955
id_36,20.581064269716038
id_37,28.118395074835057
id_38,10.264785513555765
id_39,57.86507870903604
id_40,46.525658910497775
id_41,18.726858698458095
id_42,53.320215625858054
id_43,18.05576918324468
id_44,44.35418207367547
id_45,50.006872293893274
id_46,57.63578474750924
id_47,41.22586112412279
id_48,55.35473761537636
id_49,38.86295763485408
id_50,29.265705217238196
id_51,24.0974540825496
id_52,39.8157654085441
id_53,23.950461703868722
id_54,37.71018439767601
id_55,39.41702638525002
id_56,24.104234579842803
id_57,21.343945656743664
id_58,36.950616144114925
id_59,31.943374338186906
id_60,13.48477778288672
id_61,23.314148623623282
id_62,31.637805963596797
id_63,53.27950098013131
id_64,50.06753321207835
id_65,25.9513217634111
id_66,38.06050245734303
id_67,51.57964032127504
id_68,29.2519753170475
id_69,36.981486115111686
id_70,65.26595169644341
id_71,55.64010246698108
id_72,43.36906555027329
id_73,13.020680996375123
id_74,12.911547938866121
id_75,35.58508692177893
id_76,61.72434189529529
id_77,1.8998514785517466
id_78,42.61693142153209
id_79,42.37234799584629
id_80,8.536223948280785
id_81,23.159494137568366
id_82,5.547535931123205
id_83,31.092212326040034
id_84,8.442029068703501
id_85,5.222205685910389
id_86,17.070398812185445
id_87,11.762700484019973
id_88,18.266460342690902
id_89,24.801596241174547
id_90,35.548730737804426
id_91,12.99859117800823
id_92,12.599357019912599
id_93,9.587318052120342
id_94,38.11274041179988
id_95,15.46658931570181
id_96,16.97420410856713
id_97,9.57958294542141
id_98,10.992316178309384
id_99,4.888171975478743
id_100,10.071669455625436
id_101,18.453106731139727
id_102,11.874905889778667
id_103,9.054174586710058
id_104,12.273829681485047
id_105,37.32839649919849
id_106,25.014902982927698
id_107,7.203363624296151
id_108,16.83476457681934
id_109,15.243994032921275
id_110,11.52199625491247
id_111,16.22648060248557
id_112,16.69000367875618
id_113,26.40498297293298
id_114,20.497092679050702
id_115,16.892398545916272
id_116,7.8758996096387195
id_117,44.36272341014736
id_118,26.125712908759528
id_119,1.030072020637625
id_120,1.417386551992177
id_121,10.740405597341763
id_122,12.872920147929808
id_123,13.06366068331473
id_124,8.30600652517753
id_125,25.182047087360264
id_126,22.728005719608966
id_127,10.572231991055158
id_128,20.69625948514914
id_129,16.39015443328354
id_130,3.2797031260073686
id_131,32.41045008278943
id_132,15.704162322833248
id_133,22.21502552098248
id_134,26.807969626758975
id_135,23.931959611530374
id_136,9.534499904776006
id_137,21.44453192229313
id_138,79.48639956057771
id_139,62.22208768277594
id_140,26.77323060740362
id_141,19.045993900952723
id_142,24.046847818930583
id_143,7.452155827197109
id_144,12.727260639039315
id_145,10.005529277020386
id_146,18.45384859142475
id_147,7.819569727433948
id_148,11.71410223773995
id_149,14.964286419853295
id_150,47.71348703901076
id_151,20.858208311907216
id_152,22.726328993179983
id_153,13.740105949659167
id_154,13.944499732950458
id_155,23.850052820658142
id_156,24.003305366845563
id_157,37.12300077459959
id_158,3.931758921384751
id_159,21.874021464152495
id_160,45.18952576533326
id_161,18.76391595130835
id_162,63.94264869976477
id_163,17.06809100058186
id_164,34.01636790310171
id_165,24.310544064950165
id_166,23.471091344946522
id_167,1.8882415170004014
id_168,68.38279165126907
id_169,17.889627138926212
id_170,16.245397854873925
id_171,71.22396141379092
id_172,22.40099550816823
id_173,1.755551830368665
id_174,23.848299554404402
id_175,2.216486477885124
id_176,7.037316696916354
id_177,17.81078730123955
id_178,21.162909481281307
id_179,23.68642023823807
id_180,42.897604222592726
id_181,32.62008095694615
id_182,28.149737464078324
id_183,12.407262463208305
id_184,6.915445766174954
id_185,41.80567300817183
id_186,36.24516435993812
id_187,35.349744498686555
id_188,15.548099374168483
id_189,23.256117462902555
id_190,13.639635871697255
id_191,15.588171835324758
id_192,30.907161637496124
id_193,73.76480628262807
id_194,30.634521111812838
id_195,11.78114722714784
id_196,62.626628259618464
id_197,16.187928191017146
id_198,19.29395454969694
id_199,20.669560364057876
id_200,124.69741266993574
id_201,24.017231653218644
id_202,58.15553219809856
id_203,5.320437440024838
id_204,59.792644749134844
id_205,35.443304500483826
id_206,14.51804041984552
id_207,13.52850945261629
id_208,62.239207193541766
id_209,15.149237239783055
id_210,37.439619295275975
id_211,69.07850068923241
id_212,18.6738804960647
id_213,113.6321412614028
id_214,41.93260563673773
id_215,78.2595009342922
id_216,93.34728100007275
id_217,70.41864965450527
id_218,29.317524204314353
id_219,19.997867470078894
id_220,30.37330963975755
id_221,57.93681805157982
id_222,26.10463298371438
id_223,38.03682692867541
id_224,42.354710277944584
id_225,9.38440589032555
id_226,4.45228693067656
id_227,82.4673461400927
id_228,29.506892128204246
id_229,1.6783599490417842
id_230,39.613984139641595
id_231,15.502056335275832
id_232,21.46035583383987
id_233,7.671520648507443
id_234,13.164632993919437
id_235,24.106587827794364
id_236,13.527143569632546
id_237,2.2013766231556433
id_238,20.902212016027317
id_239,11.19160340634171
