id,value
id_0,26.088337332845974
id_1,64.51480876597284
id_2,18.77335914900813
id_3,29.02941175929648
id_4,9.688806250589597
id_5,33.92104476439483
id_6,41.152184553516435
id_7,18.68911213468649
id_8,50.727983585058944
id_9,32.97836257197808
id_10,39.69124717762217
id_11,58.67175395458565
id_12,35.137953605983355
id_13,42.44937615247223
id_14,26.536114177665457
id_15,13.228009122385144
id_16,51.09006356628856
id_17,23.952117567952186
id_18,17.338339952992996
id_19,16.979882160749955
id_20,13.599642551703168
id_21,29.921161215589343
id_22,38.77210050096218
id_23,11.33722554484777
id_24,61.44171436428998
id_25,47.40329768959879
id_26,27.598946417120477
id_27,6.92391770517178
id_28,28.993788457988924
id_29,36.283670952960414
id_30,18.048927034445992
id_31,11.847922467216579
id_32,17.21503707691727
id_33,9.07785234894436
id_34,17.149009302233125
id_35,38.944215668739965
id_36,20.83393829456015
id_37,27.706420024083187
id_38,9.444878045784513
id_39,59.01287189810753
id_40,45.751130064819684
id_41,18.74325028658337
id_42,53.93376255955282
id_43,18.753713024068176
id_44,44.41286596013363
id_45,52.21836589306235
id_46,57.32319893895694
id_47,41.846151374082105
id_48,57.30295855023569
id_49,38.40026147657025
id_50,28.85386742636443
id_51,23.26487603461694
id_52,41.73015437955189
id_53,23.527650091276215
id_54,37.64001001589769
id_55,41.077503777901114
id_56,24.524607759401214
id_57,21.799275834352777
id_58,37.027160709685425
id_59,30.7927970444099
id_60,13.386426498684406
id_61,21.82020134119263
id_62,30.61968149087139
id_63,52.84126812476289
id_64,48.89803278012134
id_65,26.9472514716364
id_66,37.554233439238175
id_67,52.01681650605547
id_68,27.478538913551883
id_69,37.560297376695424
id_70,64.84616934664153
id_71,56.9106994893624
id_72,42.39338156151466
id_73,11.192027693187482
id_74,14.104717670953502
id_75,36.272744528326946
id_76,61.59824379583707
id_77,1.8505365770090452
id_78,42.41603134686533
id_79,39.576307590036926
id_80,8.610698101052554
id_81,23.0006706938775
id_82,8.34137711622228
id_83,30.404753919516498
id_84,10.627336973946223
id_85,5.9678689908873634
id_86,16.34722874634422
id_87,11.335226119536822
id_88,20.181745919661914
id_89,27.07138951991722
id_90,35.90999181185272
id_91,13.7948145052797
id_92,12.58502653209774
id_93,10.560556525384971
id_94,38.276015339923504
id_95,14.62809567145966
id_96,16.816923484862134
id_97,8.683446408831982
id_98,10.308578045581033
id_99,6.986959815459546
id_100,11.345676114571946
id_101,17.461400280826194
id_102,11.594846411232247
id_103,7.822114669720426
id_104,11.879487714801625
id_105,37.02363060628506
id_106,26.64517254855935
id_107,7.245048696669402
id_108,16.344690029528948
id_109,14.400353419986528
id_110,12.354822185306267
id_111,15.691942326009459
id_112,16.524003438635567
id_113,25.84346096266856
id_114,21.140598272895932
id_115,18.201018353576355
id_116,6.6573885051149855
id_117,44.001573221178454
id_118,25.595932021232066
id_119,2.32047306339583
id_120,6.064535317831206
id_121,11.714195500549629
id_122,12.672780631776662
id_123,12.21335298431225
id_124,8.837874543415657
id_125,24.231922138119547
id_126,20.534924140873997
id_127,9.0491017593379
