id,value
id_0,25.70106164025131
id_1,63.541048872015786
id_2,19.79386567541045
id_3,29.832776783061867
id_4,9.126991590319918
id_5,34.06894867807559
id_6,41.02193247587693
id_7,18.368530608534837
id_8,52.4968986491812
id_9,32.9616901533702
id_10,38.81893858954866
id_11,57.99919906227162
id_12,35.15291674550027
id_13,43.224644911128685
id_14,26.526029760724644
id_15,12.448242148823715
id_16,50.53929124466912
id_17,23.131560724357623
id_18,17.60279140258779
id_19,18.022998881725513
id_20,15.209071568804124
id_21,30.382267804028523
id_22,38.55347438281772
id_23,10.104076518780749
id_24,60.96331988535774
id_25,47.36291407892851
id_26,27.31034110662139
id_27,7.255845294293888
id_28,28.807743582647564
id_29,37.56114518173029
id_30,18.594938529268926
id_31,11.848270222620673
id_32,16.570553979093486
id_33,6.810061142412534
id_34,16.714590418048893
id_35,40.10707954736885
id_36,20.886742903988708
id_37,27.22756084473091
id_38,10.027668636465487
id_39,58.34309013313611
id_40,45.82452248013614
id_41,18.203682062048145
id_42,52.96399233777181
id_43,18.82978233010389
id_44,43.423601763344024
id_45,51.385968743324135
id_46,57.36740549738729
id_47,41.72640941428365
id_48,56.60340150930963
id_49,38.34484625339042
id_50,29.759515909886424
id_51,23.35390587351401
id_52,40.427921528244774
id_53,22.914506261972505
id_54,37.51458828908483
id_55,40.33129893465649
id_56,24.760875267547263
id_57,21.483885455073295
id_58,36.97002189948701
id_59,31.452272232451058
id_60,13.645627835842227
id_61,23.31362007941683
id_62,30.937080031290492
id_63,52.534026667749764
id_64,50.28704959840649
id_65,27.012433005783922
id_66,37.38792244499861
id_67,53.513992685039284
id_68,27.74822632678769
id_69,38.269395934080976
id_70,64.21861394565008
id_71,55.37579520418242
id_72,42.17361952431066
id_73,12.113656071842632
id_74,12.930220142739799
id_75,35.647964490011624
id_76,60.718313575995545
id_77,1.0184100620463599
id_78,41.69109469789378
id_79,41.12078748186678
id_80,8.93404078101846
id_81,23.379365489158353
id_82,6.536881727976624
id_83,30.54377932094581
id_84,9.235706819007468
id_85,5.869315879204699
id_86,16.820573906184507
id_87,11.470643419860567
id_88,19.562377338368428
id_89,27.056623258436726
id_90,35.46298314566919
id_91,13.565536903206851
id_92,12.028057735672721
id_93,10.098150418793388
id_94,37.99371796853029
id_95,15.393185726524244
id_96,16.79644703421355
id_97,8.959076497235834
id_98,11.999955037464435
id_99,5.960904681672616
id_100,10.073026396322557
id_101,17.350888302079415
id_102,12.223573728773081
id_103,8.109924588095272
id_104,12.713506213927705
id_105,37.239118307438964
id_106,25.999113564432342
id_107,6.810320614109678
id_108,15.907154320353484
id_109,15.297947127619189
id_110,12.238579458498464
id_111,16.267375683369114
id_112,16.40427663093508
id_113,26.310644514293884
id_114,21.12363429965785
id_115,17.29608313225637
id_116,7.083501362665714
id_117,44.96683855042051
id_118,25.59310784448861
id_119,1.1053398449875682
id_120,-0.42768719596607285
id_121,8.955076040472726
id_122,12.571054744550597
id_123,12.578823899499543
id_124,7.441468009240477
id_125,25.050923137863197
id_126,20.58286367571109
id_127,9.7246838950695
id_128,20.419285254714158
id_129,15.794803161542657
id_130,1.4092586056674352
id_131,33.33541227054689
id_132,15.301756358949142
id_133,22.32308074255413
id_134,26.760969217923993
id_135,22.768337498520477
id_136,9.263981666664954
id_137,21.03190753095753
id_138,79.32229434540628
id_139,62.811228184167454
id_140,26.585202870600625
id_141,18.59043682254644
id_142,25.2676663025965
id_143,6.9665607979883255
id_144,11.741294542087072
id_145,10.31335877958688
id_146,17.746349829076124
id_147,8.032288062066096
id_148,11.474828308818658
id_149,14.27631757332642
id_150,46.8262480630469
id_151,20.207673527677336
id_152,23.11278059496511
id_153,14.920908153232041
id_154,14.22703610834364
id_155,24.669548137724853
id_156,24.522964275659206
id_157,36.6453522154052
id_158,3.8989268046452064
id_159,21.610919813044333
id_160,45.034043330412636
id_161,19.41147561452359
id_162,65.10514723788042
id_163,17.640949502361643
id_164,34.41544609223844
id_165,24.490653230139962
id_166,23.91640925650696
id_167,1.886073384003374
id_168,67.55160928525854
id_169,16.706663084916684
id_170,16.138574195454073
id_171,69.00690390868664
id_172,21.859453002520624
id_173,1.9755781573404216
id_174,23.660959927188742
id_175,2.1039837250841553
id_176,6.996447845354135
id_177,19.549939263204763
id_178,20.385520899350695
id_179,23.617565832366044
id_180,43.58330121180524
id_181,32.108277737490674
id_182,28.502785355129284
id_183,12.609851911241105
id_184,6.660881331995727
id_185,42.877144254025964
id_186,36.143242912414856
id_187,34.585147547527846
id_188,15.887746814095031
id_189,22.187669265691692
id_190,14.488708773270812
id_191,16.189337993156826
id_192,31.309148210349356
id_193,67.57713447487572
id_194,29.54605447839114
id_195,12.631953221159153
id_196,62.60002530389601
id_197,16.027155450673565
id_198,19.140174913616697
id_199,20.133415962917
id_200,124.67329863379955
id_201,25.181057726345742
id_202,57.753539850183664
id_203,5.680831937095361
id_204,59.39546545353783
id_205,35.99659698926792
id_206,14.771289473768345
id_207,14.184188442426379
id_208,62.56145867427262
id_209,15.411626969339522
id_210,37.625550318749994
id_211,70.54031101349848
id_212,18.01389663291001
id_213,113.2119725896783
id_214,41.996953884996266
id_215,77.69095948979992
id_216,93.44328446598746
id_217,70.50506029790253
id_218,29.438397109289703
id_219,19.622978937596503
id_220,30.843779896392384
id_221,58.35577237153012
id_222,27.487049552069948
id_223,37.97625449160684
id_224,42.83403729182099
id_225,10.167860923845073
id_226,3.542883816155427
id_227,82.6966341128142
id_228,30.720757824154255
id_229,1.785607535925997
id_230,39.99923495156786
id_231,15.912815549491153
id_232,22.08513499855671
id_233,8.324760565516572
id_234,14.008673271902142
id_235,23.92187678801812
id_236,13.201116565749128
id_237,2.6559647223964595
id_238,21.283331507309583
id_239,11.626521194445317
